"","aFractionalDiscardRate","aReferenceIndustryDemandElasticity","aReferencePopulation","aInnovatorAdoptionFraction","aWOMStrength","aVolumeReportingDelay","aCapacityAcquisitionDelay","aSensOfAttractToAvailability","aSensOfAttractToPrice","aLCStrength","aRatioOfFixedToVarCost","aNormalCapacityUtilization","aSensOfPriceToCosts","aSensOfPriceToDSBalance","aSensOfPriceToShare","aTempoMedioRealizacaoPeD","aCustoMedioPatente","aTempoMedioAvaliacao","aTaxaRejeicao","aTempodeInutilizacaoPatente","aPerfSlope","aSensOfAttractToPerformance","aInitialReorderShare","aPercPeDAberto2","aPercPeDAberto3","aPercPeDAberto4","aOrcamentoPeD2","aOrcamentoPeD3","aOrcamentoPeD4","aDesiredMarketShare2","aDesiredMarketShare3","aDesiredMarketShare4","aSwitchForCapacityStrategy2","aSwitchForCapacityStrategy3","aSwitchForCapacityStrategy4"
"2407",0.172976879666909,0.290968099972233,31166.0748861614,0.00869967420867877,0.914640032602707,0.147766172248303,0.943801739038318,-2.45956160415895,-8.18708140113391,0.727455244913814,2.27681506998211,0.915380710040219,0.928968990794383,0.142682113838382,-0.442965502694133,3.32372528057778,1056994.653414,2.65142185142089,0.550180026937625,10.0981008465285,0.0156262191756721,-9.94073681708425,0.753597829109756,0.784257745359791,0.762113558031851,0.58986798880971,0.0514231669810833,0.137821681300295,0.0722144940609578,0.308383024616411,0.183527751759742,0.458775835777912,1.06817107427809,1.65104192515743,0.779500055963837
"2461",0.144642962398939,0.138318041034509,39472.999302001,0.00951262107724557,0.718266278923489,0.223922354183596,0.901737909218646,-2.88107894955669,-7.20956616678275,0.966758841614123,1.92787840265163,0.61922775755683,0.874774256839883,0.102026891210116,-0.0901777357864194,1.51047711255844,1182869.78839897,1.56883841715928,0.373995336709893,8.37983256109292,0.0244051938527102,-5.23555838523433,0.361187038271921,0.341131099122576,0.0993118970759679,0.505323894394096,0.102234880324919,0.0573579284476582,0.0633230530041037,0.541011843663629,0.177884936963848,0.49163452395401,1.93605987382553,2.41173524677128,2.07480033927499
"2515",0.197815255319001,0.689971379283816,66159.1804236232,0.00772824088967871,1.05577014545619,0.156995141500593,0.870286171872867,-3.60287473204546,-7.10180014780723,0.707090303681791,0.360201443963094,0.666861271821894,0.955832054544007,0.153699319457519,-0.0112874540610937,1.69051077793818,2301810.5148687,2.95348493819183,0.320820763280033,14.9037345576216,0.0133057781756296,-10.3840172577463,0.276167490353459,0.856700271376176,0.908024416666012,0.363070272717159,0.139846775937593,0.0689418018806027,0.0535449872030877,0.353100138815085,0.219930567459203,0.486145960581023,2.36127263037229,1.69235581247022,1.4549063932784
"2569",0.151891537918709,0.389334644334158,82447.3837519181,0.00320865401594085,1.06716704250046,0.177859995342515,0.509238512279117,-5.26097674033605,-9.05148285409436,0.865679954439867,1.98592458113329,0.649292992739472,0.831960983116296,0.055367145978671,-0.312188909301185,3.32685918684816,2247388.7470481,2.10833634373324,0.331396062023006,6.4392120288685,0.0230142408045229,-4.12629181229509,0.577075329588726,0.374825390571495,0.286336191581795,0.299847226626007,0.114401500776294,0.0528322299428983,0.136702077839989,0.395877108948969,0.194488276039017,0.433231323963776,0.994604517085676,0.86486965197993,1.07619061298592
"2623",0.143877538821776,0.0156792901910376,67130.2220455254,0.00880839934262563,0.858843055636738,0.18881158694996,0.682790624248446,-5.93457422153093,-11.745547249224,0.902269149682834,2.14443953019539,0.672523500833195,0.599291548851761,0.238907822282345,-0.344061883249669,2.24062013790477,1499987.07454652,2.03925712902797,0.520478760211263,11.9267794639571,0.0353660491142608,-7.8486750765983,0.258959028966958,0.181270222985186,0.0882217608625069,0.728014251230052,0.122612836883636,0.146498510138714,0.0973765912641538,0.567960454408429,0.172563196739706,0.39382418759265,0.774245503333362,0.936406530151796,0.84676565286651
"2677",0.183613584875944,0.550162191082491,70186.2331347074,0.00867536476458423,1.09772072238137,0.0994759309582878,0.64826997674536,-2.29611155253369,-5.6931487645302,0.984498878652696,0.821048314665332,0.930841641324107,0.896549676033319,0.0956069798753015,-0.260525506768608,3.84366362982662,2791510.6255468,1.62240776595776,0.407707456549164,7.09261830392061,0.0268283524585504,-5.30970513477921,0.450364070030046,0.931056522259023,0.170958731615683,0.305306435821112,0.0965627219824819,0.106647677509231,0.0956819381732494,0.572598412742512,0.270099923851085,0.438959868802875,1.71655356005135,0.548715168968309,0.667695863789262
"2731",0.123039522915031,0.558811374440556,52322.1990812453,0.00255286608599359,1.34715436694946,0.0699809675841971,0.98086337031913,-2.42889735301957,-10.0195393085573,0.830869902028702,2.61734148278121,0.687280292416457,0.818831672106171,0.184218038787367,-0.277773663088446,2.60923910664278,1793017.24421792,2.82599261663505,0.509996209823526,14.9886597986915,0.021215209592792,-11.8610666748695,0.722019411314162,0.570511512311641,0.49928321206593,0.547967840052443,0.0551076966169057,0.1332905744405,0.0943048057942651,0.362942706354673,0.239893560519267,0.518031370844645,1.47315572002229,2.20450300155244,1.26033300470775
"2785",0.152049110188498,0.087102843321627,77967.4624103645,0.0070122658903012,0.486262062635855,0.0889545065885613,0.784484588415362,-4.3446001596842,-6.74253817459568,0.751684307695134,1.73698024874479,0.922744525138754,0.837204649159685,0.0984505137396627,-0.156629196985741,1.91700498031685,1208928.83448396,2.59242868068977,0.469153310965863,13.6686544396798,0.0253352151378173,-5.08473096213303,0.458620165034779,0.131423995069927,0.241217478234321,0.515674913594266,0.125156231314992,0.0565060066120932,0.122155183870113,0.559308079915738,0.230490157419525,0.478884690478491,1.77072514167454,2.16051086747634,2.37754094871168
"2839",0.180042016010382,0.0775928968936205,71861.2268288562,0.00159639427379356,0.592920075429603,0.216752173428031,0.791369002641295,-4.80714153604582,-5.10187387078069,0.928793414560962,1.48693770632001,0.720293058720417,0.502033051322796,0.179998784804484,-0.0927966757520335,1.68668693568325,1071941.7820056,2.36764099980297,0.324756706529763,12.1200020000106,0.0161519699935192,-4.50266839060932,0.175769938452635,0.106695563344983,0.830605929248268,0.806770998706343,0.0780506953828735,0.0732165057639359,0.115986704310519,0.549426277586457,0.168326585510338,0.310401437284891,1.81535624416533,2.10605352378464,0.739121563993802
"2893",0.136902635340928,0.545981578603387,73329.1252752824,0.00743989473617636,1.10290955778735,0.104605098501779,0.777648923534434,-5.55461320762988,-4.10334145132452,0.747065318842069,1.99295845812387,0.627556781149004,0.537257607225911,0.249174710578809,-0.104378090261598,2.7372161885025,1357111.56549165,2.50500514083775,0.532931942643249,12.3620184327243,0.0333822163041637,-11.2557655425183,0.169660972896148,0.528152882787399,0.152049069838831,0.660349174940493,0.0740213593578665,0.100927979630651,0.142312851431197,0.523603253249614,0.167100363287609,0.425247843730636,2.15831886230817,1.86408444153065,2.11100705409496
"2947",0.135181357909576,0.693124250357505,53157.8702393163,0.00858680987240979,1.21972749413317,0.104818036841825,0.701497029432212,-5.83380534571596,-8.21112536354922,0.753795896551339,2.23891663558527,0.891863373145927,0.680275297076441,0.146737945918576,-0.436715752959135,2.07792569046491,1223913.01938798,1.84709651874262,0.403523353723926,9.29708460404072,0.0192374481037683,-11.8246312198136,0.173021307513234,0.63895972170867,0.21956850511604,0.869173991768621,0.0812315329218982,0.140291752302903,0.126960974817048,0.411882320587244,0.164839073930285,0.477895573419426,1.86121524372051,0.526370712877915,1.72500154703388
"3001",0.158868610520381,0.917871121692006,92084.0136962943,0.00295185176200699,0.898312498909072,0.24721799822808,0.705759838072117,-5.95210358634125,-11.6376955653075,0.772629228445701,2.73348568340275,0.604051309754606,0.642317053338629,0.0655650668841554,-0.409780677579111,2.31684552382678,2218844.07881182,1.72094675459841,0.529246485547163,10.7318213271326,0.0248542966611511,-9.29523726125248,0.679413165136357,0.0497577497712337,0.583663127988111,0.145665046005743,0.138482069669175,0.0650035480968654,0.125018861878081,0.385374754099257,0.263966412159847,0.295080366993975,0.9849912312033,1.79968466684653,1.61307354357847
"3055",0.110247081941459,0.308634785228642,72080.3576310864,0.00391817932212143,0.749512783220154,0.231429175725643,0.718446544527542,-2.5621904726699,-6.08769518206827,0.702764976737671,1.61315816272417,0.651134721538518,0.739753256542026,0.0170412776590092,-0.154651897477452,1.8085717705125,2438529.04020576,2.91393687486299,0.548697818264365,11.0057036524988,0.0138043024281946,-9.60544655389153,0.229933721181354,0.251175455807243,0.959389564784942,0.0377074601408094,0.0993973238547333,0.110221187794348,0.115178285882226,0.315486163569137,0.159068839389598,0.312595588945784,0.584760075887863,1.232747071327,1.0207089048104
"3109",0.176166169351316,0.721740664974786,83678.9144843351,0.0040185313037585,0.823820672221249,0.206962898453348,0.810696977647604,-5.19458682280965,-6.23785959676839,0.842237641272019,0.933300535370777,0.819802508442197,0.507823324027122,0.186980496170581,-0.452294124785694,2.93179357221466,1557064.02985379,2.94438028013567,0.550712085382431,6.45496182554634,0.029534530171209,-9.52030925458297,0.237830418118741,0.7514941202919,0.607202386844438,0.985641873786226,0.050092175320955,0.0771770626492798,0.098678018195671,0.540274126056011,0.151746591594361,0.528805668024859,0.846196658761567,1.94935112171459,1.48717167754207
"3163",0.17391770305112,0.313522919123061,85660.2434149245,0.000973029667187948,0.480119324279134,0.226257390023311,0.868685047578765,-3.05249783764593,-6.00670862307772,0.922826832792955,2.53737625748192,0.874532011328265,0.850205046755727,0.0875952171883546,-0.383073793823714,1.53705754872644,1261385.87854803,1.78413082064828,0.381288621607935,9.69956429264275,0.0367380868173977,-4.37288156821392,0.50678040395095,0.21215660822927,0.668514109514654,0.470289177915547,0.0958019665635657,0.121868098546984,0.149822171436739,0.45140100114469,0.288302063228621,0.553976498367265,2.46177009861519,1.2482198329896,1.5734274204067
"3217",0.148592197146034,0.901151890323963,26865.1382614335,0.00558922288117348,0.69885533008771,0.204327174980572,0.963700878479285,-2.81193226117641,-11.1270043704845,0.823187631771551,1.84301160694893,0.869276250738185,0.926513490127982,0.242602747031196,-0.0559336529613938,3.6072352760483,2970510.33983706,2.20832162573235,0.563758944217349,6.11965907027479,0.0232980378018324,-5.14793493898585,0.148482277517323,0.264450550553156,0.83559167621308,0.316915797815891,0.0738620465673739,0.126418681332376,0.134177780820057,0.392696827054699,0.157668379512266,0.314510740683088,2.06840801821431,2.29083930469466,2.2271834076595
"3271",0.134756967229536,0.794859345611185,28208.2304471114,0.00338213512861752,0.710157171962201,0.167388358350654,0.897258862204617,-3.20471103544347,-11.5508793714643,0.71592012232996,0.43228875861008,0.918802240102086,0.829766132723889,0.00395957704662578,-0.148293935860856,2.74984303109464,1738340.8740256,2.53381751131034,0.53737737964117,10.6247791878297,0.0207890914948668,-11.7016439450067,0.161780173739884,0.330995334424078,0.347324204464676,0.625425003996352,0.137667539931485,0.0515986966186902,0.100948955168482,0.324382994967129,0.201358682380698,0.434848557861429,2.45973075940084,1.09298130372823,1.3996035960669
"3325",0.108657942431979,0.416215797878103,95374.8461147479,0.0108317798281298,0.586615141227143,0.111653806690083,0.613278508639778,-4.83758556493558,-10.7855544992257,0.871528870551381,2.01633333430577,0.61661324089719,0.807718891792465,0.036118642653455,-0.276489473990514,2.67202678922447,2853344.85571133,2.75406320755428,0.328227616286022,6.53308528474299,0.0199206569551537,-8.79783928826451,0.317357401162386,0.941484739127336,0.122299761315808,0.561985811655177,0.0897039029508596,0.117779235496768,0.111404187580571,0.525984778902866,0.179332644569397,0.331705877224635,1.1542392302362,2.44946197798854,1.73593646112139
"3379",0.105823958674679,0.0322680215013679,49832.1986717056,0.00956471268279827,1.26727502596949,0.244162683435861,0.603981645452441,-4.54290360370185,-7.98968037075363,0.924193657482159,1.23985584997683,0.639769187335856,0.608542756973766,0.0846122857945738,-0.240329054905451,1.62290424981271,1878734.84654585,2.86763035578711,0.336072030593874,7.70463419236476,0.0343215435399205,-7.03419809659012,0.677115162146627,0.153825441984227,0.502321813351009,0.292024063855642,0.114672696261434,0.120321240149206,0.129301704982645,0.30113168840541,0.156478790270397,0.39848192280205,1.93030007957463,1.10906947157205,2.36025290232261
"3433",0.112992235593847,0.64093197099166,91651.0826689773,0.00805453084152541,0.907957580551854,0.127735486350794,0.72767116969917,-5.35374357119203,-9.525646598069,0.769594101455877,0.765324232136743,0.821644139835611,0.777368790426408,0.0711554217984667,-0.162686171357636,1.34326910875156,1660761.44470833,2.31736043537152,0.357112626057118,9.83083341646707,0.0181515681900998,-11.0136228375696,0.574847830138402,0.0968954448297154,0.461362000337103,0.909276676700683,0.06055431536783,0.0788780589138623,0.11364078186499,0.576059971918562,0.261241042293201,0.533753768173186,2.24575218511176,1.29432894827572,1.79670295396885
"3487",0.106574270006851,0.42080441025435,78574.6760348266,0.00214453069287469,0.841727419578354,0.202851225315608,0.789226198474644,-5.42455277339555,-5.82579131502658,0.956020834187861,1.27322433929666,0.879679469857365,0.770520467259921,0.137580283798161,-0.250909745107056,1.46917207662947,1468462.84019062,1.67440817593422,0.534101383439032,13.5510893560946,0.0153380622920055,-8.50058464159258,0.137947185686207,0.287544619766995,0.0243789175443817,0.210007013888098,0.130251333804452,0.0949828060280997,0.131603853984736,0.536053760720603,0.207894931365678,0.285608061654167,2.08407777028844,1.27923792472628,1.59731381732685
"3541",0.177855658261688,0.302352152422536,47900.5272690265,0.00790378129831399,0.809901854287949,0.210519022456429,0.862487523577875,-2.77828199006617,-10.9217028769664,0.886749230226618,2.77395302225232,0.988837342940271,0.813946412543883,0.043156580516079,-0.460062350172666,2.37455178683042,2562888.05928081,2.77843075911049,0.346436436283286,12.7986853628187,0.0246128462529621,-11.7686115540937,0.177117982530384,0.444048624383286,0.978379742919933,0.551048853900284,0.0745943027334288,0.134730426296242,0.0837833621688187,0.306305312500533,0.246634712376574,0.465225170118501,1.39018793998631,0.624007424556487,1.04776225810859
"3595",0.137802044561482,0.960513100486714,51263.6576859804,0.00633482323001488,0.815719132996164,0.134299210055615,0.94806512136769,-5.6397389360657,-9.42068801750429,0.79989790541213,0.555841178605808,0.913789048346691,0.726096570556983,0.140671172611474,-0.0597849438391859,2.16966330307419,1834367.20057856,2.27548003628966,0.595637618799694,13.3674439947703,0.01582224817271,-10.9559569888655,0.650244768378674,0.50073368450976,0.334008488525869,0.0985419561120216,0.0800225756827276,0.0500589398749871,0.050748226915719,0.421737409721653,0.264059942888736,0.304416527119093,1.162020905463,2.01862373580396,0.906033485021815
"3649",0.120682730545755,0.145585816887906,55867.9464340967,0.00107184623318724,0.552828173082438,0.10568367884749,0.832953336135251,-5.16675446285866,-8.56477292176336,0.789894238558481,0.640770808599066,0.692151145173237,0.614964326763293,0.220418084518169,-0.291361028654501,2.97476198792574,2003811.37013203,2.34086580315605,0.506862512583495,12.2781480850885,0.0224667297767826,-8.38735359400511,0.370331049495493,0.298979341376107,0.201321411341196,0.599432303800713,0.148934944257257,0.0886135426899418,0.0699130099174799,0.383825869883632,0.277240659356117,0.556138077051565,0.612799007021228,1.4936377929215,2.39329101317332
"3703",0.146825919862604,0.174667798705632,29752.9130438634,0.00241505277187563,0.785736965800286,0.187452234037628,0.688357480287086,-4.53874622862786,-10.8807673376705,0.996505734793493,1.90803633553508,0.850299586147536,0.506288937828504,0.0339592889361666,-0.17312560422637,2.0601812112995,1520563.91084334,2.72020268895838,0.378984001791221,5.25795213248348,0.0299258768286592,-4.57686690792441,0.634672976385918,0.656680743934121,0.139378026461927,0.917718447071966,0.0545690492975991,0.0923862910981988,0.10970537848922,0.422936540748691,0.190112812326697,0.549701614944218,0.57247992798913,2.19583823470636,1.39060138784881
"3757",0.141217676490429,0.29909268371528,44177.4268560694,0.00675900712159811,0.544528494169936,0.120843418412187,0.953162836135598,-4.68595497515053,-9.61228323697113,0.783787526419852,2.89895186794399,0.634787909511011,0.995109942911076,0.172432195676374,-0.20886757993896,3.86833347417065,2961381.51330641,2.39403104949044,0.348068565930356,12.947549998865,0.0280681810085869,-11.9204892779607,0.394724055238883,0.415842190046096,0.746214553733589,0.524820182655239,0.107437686838908,0.0901664424580522,0.0976052877539769,0.467109854059236,0.202981413336704,0.301336850623647,1.08600037967378,1.71703254424424,1.1142170757124
"3811",0.117011023478583,0.402570985157508,34381.8733500666,0.00593151425439282,0.446891369206598,0.118880448673372,0.702952404917451,-4.92612179294694,-11.6986107774079,0.934422271756688,1.56465280210444,0.805834896924906,0.889444005496916,0.0567154545945232,-0.438241951946402,1.21705294660875,2058785.39052559,2.18909089771681,0.457311511200503,5.82011251685908,0.0175409778375142,-9.86875864589587,0.440374224668718,0.702551461544354,0.709135747574037,0.870801852017175,0.120728131321259,0.141483181812684,0.0525596105358563,0.485986980201723,0.216999209297122,0.44806767007201,2.23904668721877,1.16923500194896,1.04610371699744
"3865",0.119350015934207,0.864877266068943,57307.0569676056,0.00300319491151371,1.40668361771875,0.076677511636517,0.91708658510237,-3.95462543481495,-6.49877114326693,0.963306616366142,1.23590967530769,0.823099867850076,0.933805838449625,0.212871430218511,-0.326584861453157,1.35876311944332,1064447.96878612,2.01407612464624,0.426055355969584,11.9826792890788,0.0257646822033115,-4.93905724790879,0.120088955914718,0.489039848535322,0.10258808612125,0.583361326492159,0.0667226277859882,0.0752849233438028,0.123174466842669,0.504307741530728,0.179055085263157,0.513857856945181,1.22873590776013,0.88477500642034,1.81632203090135
"3919",0.150895145580289,0.633747771665221,75998.7558291468,0.00354672375063528,0.830726761934697,0.114680764227378,0.584473792525241,-5.00485103277024,-9.22600059403107,0.906484177024336,0.93281661251214,0.828503086473793,0.731840982932481,0.0407727195014013,-0.198535809810273,1.41729703660007,1297473.9613384,2.55389019012975,0.395665759997559,14.4843595398706,0.0316558780821021,-5.37793727265671,0.248208966755541,0.195264453922864,0.855992966796039,0.767117737128865,0.133523856749176,0.0524064063706901,0.131224594597239,0.562200277663919,0.227548939714325,0.395951661646646,1.68309678558256,0.809551287658291,1.13158057287269
"3973",0.19213696714642,0.205515340857673,46307.2237181768,0.00267989954496967,0.987728838421172,0.22340229634181,0.532092136027641,-2.35069514334667,-11.7999725877307,0.849154431638657,1.40857707877724,0.656724903486203,0.675749145514565,0.172846900437726,-0.3315251107933,3.45608633370139,2067896.67259902,2.58550644343835,0.577562407616526,12.6336945369607,0.015605104835686,-5.8954440269433,0.559511342159356,0.969608846536139,0.934539041394601,0.435287503245054,0.0892205695527373,0.123686262537376,0.0574382268293994,0.335053679074661,0.296464916288329,0.390664322193433,2.09417489638757,0.613399885575217,2.49966804232207
"4027",0.114969179520267,0.543236742324661,89391.4423485112,0.00616904726553825,0.9992670285973,0.107067467371307,0.581631522922544,-3.92476600738242,-10.9878462148551,0.782400029439712,2.51526443428843,0.611298734661192,0.912810334775713,0.0203056635110988,-0.179872854547575,3.11924769146135,2637698.24799849,2.12402774563408,0.552846448008902,5.15647365557961,0.0146496833677077,-4.01042194290087,0.102775720743928,0.15558361176867,0.829260227488121,0.721942212075228,0.067444870240055,0.063818707215949,0.0511864537700312,0.387457287564303,0.160870254907873,0.404062322440604,1.67006747334995,1.47259100494569,2.01790404882553
"4081",0.188756134481402,0.49564332385431,84038.2455542276,0.00923010357844993,1.46610562044638,0.215094953160806,0.502113427023287,-4.72462323347572,-9.03256500498392,0.749290158113581,1.94949072800703,0.745633056136314,0.555854416976217,0.148352477375011,-0.476263669572654,3.73524926299113,1121136.62582589,2.79176994793641,0.471485700540477,13.047013303719,0.0300761673942446,-9.09881689823233,0.579710635970929,0.306465938417241,0.283531366328243,0.536723229899071,0.109442901566857,0.0775819548349828,0.0691876731619705,0.458528051874333,0.188589030823438,0.418131049176771,1.36511149764678,1.17877671732788,0.963226314187678
"4135",0.120031414035009,0.365482015111484,32068.1049468403,0.00566822777966387,0.735646838692832,0.133519257857624,0.910490065781632,-4.45442506713793,-10.753345836699,0.942437316036434,2.16870640103416,0.73348553864425,0.947146073193871,0.125937345827406,-0.482086384147988,2.66073899026029,2723033.83900551,1.72904247160011,0.479964532966143,6.23223653800087,0.0188369515915182,-7.42223151733167,0.40542417275859,0.192660771524534,0.984172395592323,0.852400271774968,0.0628941858201288,0.0875400806803955,0.125764108544565,0.331349697807815,0.175319218455988,0.280388744435459,1.87454171104369,0.905838611638907,0.778032850567822
"4189",0.172092648380902,0.795458651193185,91248.1703899975,0.00545001131132129,0.876562461301102,0.115869956004899,0.596021090932773,-2.97803248604294,-7.66635111763142,0.757357501655701,1.38752902960959,0.730541187667754,0.575383299184032,0.0314160712892772,-0.233813641034067,3.28795277427416,2254459.60723562,1.78802285624261,0.339335616013384,12.1691328248475,0.0203000843316782,-8.83504261084832,0.24260390482354,0.483764518226963,0.904028698356124,0.813699644351145,0.112328910057317,0.0512062781502027,0.135633047302254,0.337863206163433,0.207503519401245,0.348792898982111,0.790854458490177,1.43839490227131,1.33925302135332
"4243",0.114190192967537,0.745301849498646,35065.4775596631,0.00561650757781463,1.12158804029378,0.157591695595329,0.755402122139931,-2.62372632103041,-5.94975960372016,0.962032768430305,1.13661499508665,0.704457234368659,0.547410425299313,0.0469345086679095,-0.0855059021053603,3.16683331865934,2236473.64339093,2.36063341153669,0.461911754226778,11.6710323677049,0.0220456561705344,-4.16165644844994,0.448806959139882,0.117011384650832,0.00853196118376218,0.0839386393234599,0.0544986270879163,0.0755422788881697,0.144686180402525,0.438312886688556,0.191183004762512,0.428723193022562,1.9074097655086,0.925842679891374,1.15992456453493
"4297",0.130193861663458,0.0913314940978307,35464.9875063624,0.00540025297963526,1.41735235828825,0.122384003831248,0.539395729183452,-4.60594421475194,-11.0997485642787,0.714461593247717,0.782958234401867,0.703367136281449,0.762580508206738,0.16301010280702,-0.2865985801653,1.37776132866973,1282706.90336125,1.95308667125646,0.473967064325698,14.1677192427567,0.0259338413384558,-4.54960490486585,0.195238667980535,0.536682861829177,0.660822581822285,0.672686861518305,0.147696291537839,0.143331164840609,0.0733364968155511,0.439822274110489,0.262490135706612,0.415555377212679,0.732947521085793,0.916506422273978,1.23840962075148
"4351",0.102332052457496,0.118504146488849,90662.148156378,0.00490499894784996,1.08696335970878,0.0713509775267448,0.864219748298638,-4.51883447200991,-5.26005971900187,0.796945996572496,2.6045144782614,0.943539323884062,0.848206870440626,0.104529927963158,-0.167177240966703,1.13580249733408,1011318.21405375,1.53455679412989,0.307423100001295,6.00259342780337,0.0279432763026881,-11.0476430969872,0.224079830628238,0.137208952693036,0.148269208993297,0.749357560201315,0.1108483380205,0.0960595047578681,0.060228667817195,0.450394026347506,0.283184815052315,0.371545968036586,1.52213196058843,2.39508208768356,1.98773110956268
"4405",0.104598272109404,0.785534582961118,77768.4707740555,0.00726867533984943,1.21456745677104,0.116140517416643,0.9350476200704,-3.46215284371283,-10.0777094033174,0.721580894982675,1.2955113017241,0.831381662774831,0.5918011839682,0.0869077283758088,-0.0677637185377534,1.28222832080792,1408431.65834201,2.9368296480726,0.332043808920658,8.74429472621996,0.0339301431702688,-10.8062556805834,0.599951564710122,0.491574178794399,0.539355302662589,0.498835760491202,0.0527318990377244,0.141759191085119,0.113060852781404,0.490124354226096,0.221612752647372,0.519541523508355,0.838196103927237,1.15626393807149,2.24985782805351
"4459",0.142677104166942,0.0990160000754986,32815.2475369279,0.0104886795157683,1.44145254902774,0.238193076193056,0.753399728878285,-4.62892269189935,-9.57068495209329,0.705359681962873,0.653165858330765,0.710106361495797,0.601149396558758,0.122074862193549,-0.034034163079923,1.08419024755363,1855445.38530288,1.97547036102042,0.408934690886876,5.70639095996739,0.0208955140152605,-10.0432355554402,0.122387863466167,0.986800922557013,0.0326894778083079,0.571288688607747,0.0822294432357885,0.127711252888432,0.0991044559897855,0.40323583610591,0.283996204186929,0.340947298786463,1.58188372853913,1.01793122441018,0.879414543191099
"4513",0.170546282853698,0.660763481259346,54035.0822541805,0.00828998277083505,0.965135591972969,0.0943266306901933,0.965690661752596,-4.76838078854606,-7.77189829480834,0.744007896259776,0.793283012600199,0.871889778268058,0.655225291199167,0.20180693420145,-0.411473122513271,3.58357441430679,2949008.90782941,1.6664730377798,0.333563701554202,12.311705931602,0.0244801364771662,-9.33132709490135,0.545387509597233,0.893160947298165,0.143147407814395,0.559557290518424,0.119835684796679,0.0691157640907913,0.117055371166789,0.408866560454073,0.285502436329785,0.532683079416724,1.11184073570935,2.26299505119992,1.6531738942326
"4567",0.13915663326811,0.0282832904648967,94437.4796650955,0.00732394976208918,1.2049121575295,0.220801313006086,0.922211470543989,-5.07276063854806,-9.74977140394039,0.717470736771473,0.567684050387257,0.678309205922298,0.880693311130744,0.247647219503124,-0.252910382627742,1.90741465627914,2996836.68430662,2.92458050751302,0.543112021144945,14.3965558458469,0.0265501228275757,-7.1561544263456,0.341827282842249,0.898601457790937,0.178871429522987,0.416557096377946,0.0919727292082971,0.139907628429239,0.0925516093443148,0.484565024910844,0.298050838832685,0.473907866274612,0.785343723262916,0.728218989035569,1.40942217856591
"4621",0.18072918338934,0.390129505593795,87763.7062827416,0.00199756036755978,0.693489345383598,0.0839689786250528,0.751644262101618,-2.75467930555344,-10.647891420424,0.856690900872578,1.16810058431964,0.658659656636417,0.570278747638222,0.197286049989052,-0.193142952657654,3.22257125559729,2155016.92339079,2.8277847793774,0.561407137024915,9.24319398032967,0.0355625468469378,-7.46011629362591,0.685435157960979,0.35747413243982,0.0724757506663445,0.0291706523951143,0.0522913010481279,0.139117529223557,0.110030751445564,0.564839236156899,0.278461228006461,0.347821059214044,2.07352834578686,2.00046620196546,1.92949348796265
"4675",0.134041927671991,0.97365900835488,59763.5744796426,0.00365747924749041,0.705388161424664,0.137204397516543,0.543742280816659,-5.91600615200587,-8.37860004487447,0.968470504761324,1.79183190641981,0.743912069004029,0.530327962759184,0.11730371836602,-0.440045510671334,3.96716338086757,2203318.68020119,2.9578905631596,0.48213209895941,14.5538495525136,0.0223947442741579,-4.06033069382422,0.144397034864174,0.970386887819041,0.999203409189358,0.731114398852224,0.0972942031471757,0.107662900105002,0.0867014501659432,0.516599586320319,0.186500898368075,0.319319947422203,2.05347314507962,2.25289945191965,2.23756708345382
"4729",0.156754025854287,0.112281431442825,92626.53121521,0.0050777992510004,0.976045183113078,0.175834949917917,0.737680898112594,-3.03927514411043,-9.80760549747385,0.79109521859826,2.21208458847147,0.824172325342428,0.747586861862219,0.015806095484877,-0.423412940013804,1.89014175738208,2874147.32714882,1.5073052257346,0.443482817810378,6.77276860259008,0.019498338510489,-10.1548872926459,0.429248406118597,0.0871417217014823,0.59098077001865,0.742473431611434,0.118589222240611,0.0994409553629812,0.101410098515335,0.481187316624867,0.241756521219271,0.495682798606437,1.85247855464333,0.558534623645316,1.44010366064108
"4783",0.130716774165281,0.124330470487475,80018.642499519,0.00610872722311295,1.03210520274879,0.181375895347519,0.805690409348463,-5.10274234971497,-6.97641352104954,0.850140187189798,2.73116386168705,0.749530803932343,0.672126991756959,0.0311475169763435,-0.159632086968049,2.44394901724067,2540667.39082336,2.96390970963228,0.439168037646683,6.94213676521322,0.0271066103983254,-11.1137271772139,0.114870152687188,0.949729883407708,0.424044297388755,0.975159275451442,0.113656229536748,0.146546419918537,0.101978796263924,0.55199768166967,0.225227601834806,0.381752652750397,2.01578856923137,0.587931600133702,1.52939199791322
"4837",0.161295551223797,0.381491824663244,27527.6508935494,0.00377034805121482,1.07623352340248,0.131230079037123,0.98956477139669,-5.4546377621172,-4.20885417734273,0.700312871235423,0.404985578307139,0.67012998375902,0.92436496779148,0.14143542542326,-0.322922475879313,3.56070045150584,2746701.17385685,1.60818710202584,0.414107596502057,7.57556219541002,0.0132631425812266,-6.70688988155685,0.623379620791296,0.0383744366944302,0.400948132807389,0.144704340124736,0.0591546388348797,0.101206073861918,0.104661586556933,0.382785979406384,0.16239674792398,0.39271178197111,0.62233670588237,0.695759499447967,2.14486040251324
