Link,Abstract
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953794619&doi=10.1057%2fejdr.2011.1&partnerID=40&md5=b3ecb43fdeba4d3425bb76181ed5929f",[No abstract available]
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862892308&doi=10.1017%2fS1466046610000578&partnerID=40&md5=b1e1ea2aae9e7baaed4d0f7cd1d4ede6","The Gorham (Maine) East-West Corridor Study is a major new transportation and land use study of the Greater Portland region, with a strong focus on transportation corridors immediately west of Portland. This region has historically been the fastest-growing residential and job area in Maine and, as a result, the recipient of many undesirable regional growth challenges. The current crisis in transportation funding, added to rising energy and highway construction costs, makes this a good time to take a step back and fully evaluate the range of opportunities available for this corridor. The study's goal is to evaluate all the options and find the right package of alternatives to protect home owners' quality of life over the long term, increase mode choice, and address regional growth challenges through coordinated local land use actions and transportation system investment, all while striving to maximize the life of existing and future roadway networks. © 2011 National Association of Environmental Professionals."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951539647&doi=10.1016%2fj.cnur.2010.10.007&partnerID=40&md5=a415481b1616ae50e3febda5b446e895","This article describes an evidence-informed strategic planning process and framework used by a Magnet-recognized public health system in California. This article includes (1) an overview of the organization and its strategic planning process, (2) the structure created within nursing for collaborative strategic planning and decision making, (3) the strategic planning framework developed based on the organization's balanced scorecard domains and the new Magnet model, and (4) the process undertaken to develop the nursing strategic priorities. Outcomes associated with the structure, process, and key initiatives are discussed throughout the article. © 2011 Elsevier Inc."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954236584&doi=10.1108%2f02580541011055715&partnerID=40&md5=28a411a9804d995e9cb568a72769e474","Purpose: The purpose of this paper is to detail how the quality function deployment (QFD) methodology can help companies identify their strategic priorities and achieve customer satisfaction and increased competitive advantage. Design/methodology/approach: The paper outlines a case study example of the use of the QFD methodology. It looks at how well it was able to achieve its objectives. Findings: Meeting customer expectations and creating customer satisfaction has become the Holy Grail for companies wishing to improve their competitiveness and profitability. Success, however, for many companies remains illusive. Their ability to align and integrate customer satisfaction with their overall strategic direction has proved to be more difficult that they thought. Their repeated desire to put the customer first is severely hampered by the lack of effective methodologies and tools to support the creation of an integrated process. Companies need a mechanism for aligning important concepts - a tool that will outline the important steps that they need to implement in order to successfully identify business priorities. One company, Geotherm Sri, a firm producing geothermal heat pumps, adopted QFD to help them with their strategic planning and achieve customer satisfaction. How well did QFD meet the challenge? Practical implications: The paper provides a step-by-step guide of how to apply the QFD methodology to the task of defining business priorities. Social implications: The paper improves corporate strategic decision making and allows for a more in-depth analysis of customer expectations/needs. Originality/value: The paper identifies the various steps involved in applying the QFD. It adopts a case study example that will help company strategic decision makers in their quest to determine their business priorities. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052904067&partnerID=40&md5=7b016dd6d3b027b88165b3ddfe8c741d","The modern world is convinced that systems and networks, which include small producers, innovation, capturing value, reducing transaction costs and marketing, will give agribusiness the opportunity to reduce unemployment and poverty in developing countries. This conception emphasizes the importance to study and to formulate a method of strategic planning and management of production systems. In that sense, the main objective of this paper is to present a methodology to identify and analyze a production chain (or Agro-industrial System, SAG) in a systemic way. For this purpose, the paperoutlines the method of Strategic Planning and Management of Productive Systems for Improving Competitiveness (GESis), developed from the review of nine methodological proposals for strategic planning. In that sense, the GESis method facilitates the implementation of vertical organization capable of implementing the strategies and shaping an associativeculture. However, it also has limitations such as the simplification of the processes of strategic management, the possible exclusion of literature containing other methods of strategic management, and the lack of validation of its empirical applicability."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249181567&partnerID=40&md5=0e5e2a92af4e69dd5f89b3e5f349d225","In order to cope with arising challenges in infrastructure sectors, utility organizations must develop new strategic, organizational, and technological capabilities. Public utility service providers have often been seen as lacking the capacity to identify and/ or implement the needed transformation processes. Instead, privatization has been proposed as a panacea to remedy this deficit. However, privatization projects are often not realized because they encounter strong political opposition. This article presents the results of strategic planning projects in three public wastewater organizations in Switzerland. This study suggests that if appropriate processes are implemented, public utility organizations are able to overcome their limitations in identifying the relevant capability deficits and select adequate strategies to compensate for the deficits. While these strategies may deviate substantially across utilities due to differences in the goals pursued, the widespread adoption of strategic planning methods by public utilities represents a viable alternative to privatization."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350022643&doi=10.1016%2fj.cll.2009.07.014&partnerID=40&md5=d7abdf005d3c6c841bb6b6a64795d8e6","Objective evidence-based national surveys serve as a first step in identifying suitable point-of-care device designs, effective test clusters, and environmental operating conditions. Preliminary survey results show the need for point-of-care testing (POCT) devices using test clusters that specifically detect pathogens found in disaster scenarios. Hurricane Katrina, the tsunami in southeast Asia, and the current influenza pandemic (H1N1, ""swine flu"") vividly illustrate lack of national and global preparedness. Gap analysis of current POCT devices versus survey results reveals how POCT needs can be fulfilled. Future thinking will help avoid the worst consequences of disasters on the horizon, such as extensively drug-resistant tuberculosis and pandemic influenzas. A global effort must be made to improve POC technologies to rapidly diagnose and treat patients to improve triaging, on-site decision making, and, ultimately, economic and medical outcomes. © 2009 Elsevier Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651567940&partnerID=40&md5=3252a26120dbe6e3cfadf911c7276b7f","To implement e-government successfully, it is important to have appropriate strategies. According to this, at first, different models of e-government are reviewed and the important parameters and key issues for e-government strategic planning are extracted. Secondly, as foresight is a suitable tool to determine appropriate strategies, different foresight frameworks are reviewed. Finally, a conceptual framework for e-government strategic planning based on foresight concept is presented. © 2009 ACADEMY PUBLISHER."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60149090576&doi=10.1108%2f02580540910921879&partnerID=40&md5=f009cf3b668d72bee0d457643bd4f720","Purpose - This paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies. Design/methodology/approach - This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings - Increasingly, leading companies are changing their strategy-development processes to keep up with the transformations in the global competitive environment. Leading companies have learned to focus on developing great strategists - teams and individuals who are prepared to spot shifts early on, and are agile enough to do what it takes to seize or retain market leadership. Practical implications - The paper provides strategic insights and practical thinking that have influenced some of the world's leading organizations. Originality/value - The briefing saves busy executives and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849101847&doi=10.1097%2fACM.0b013e3181939677&partnerID=40&md5=6af6f861eb4016c4abcd23fec05be1eb","In response both to national pressures to reduce costs and improve health care access and outcomes and to local pressures to become a top-20 public research university, the University of Kentucky moved toward an integrated clinical enterprise, UK HealthCare, to create a common vision, shared goals, and an effective decision-making process. The leadership formed the vision and then embarked on a comprehensive and coordinated planning process that addressed financial, clinical, academic, and operational issues.The authors describe in depth the strategic planning process and specifically the definition of UK HealthCare's role in its medical marketplace. They began a rigorous process to assess and develop goals for the clinical programs and followed the progress of these programs through meetings driven by data and attended by the organization's senior leadership. They describe their approach to working with rural and community hospitals throughout central, eastern, and southern Kentucky to support the health care infrastructure of the state. They review the early successes of their strategic approach and describe the lessons they learned. The clinical successes have led to academic gains. The experience of UK HealthCare suggests that good business practices and good public policy are synergistic. © 2009 Association of American Medical Colleges."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50449101388&partnerID=40&md5=27e74d71b67c7488a7bd28253e70b21e","Periodic strategic planning is critical to long-term program success. Taking program ""snapshots"" is a method that helps program teams make mid-course corrections within the strategic planning cycle. This much shorter process (6-8 weeks) is particularly effective for small program areas or project teams. Advantages are 1) the ability to obtain qualitative information quickly from clients, colleagues, and administration; 2) optimal working environments for planning by bringing people in to the process sequentially rather than concurrently; 3) a widening circle of people becoming champions of the program; and 4) its fast pace, generally 6-8 weeks from beginning to end. © by Extension Journal, Inc."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45349102021&doi=10.1108%2f08880450810875738&partnerID=40&md5=08cc2ee346730f9ee065821209c64322","Purpose - This paper argues that, while one needs to logically decide on an organization's strategy, it does not need to be a product of a lengthy strategic planning process. Design/methodology/approach - The paper discusses and gives examples to illustrate why an institution does not need to go through an intricate strategic planning process. Findings - A laborious process is not needed to plan a library's strategic direction. Practical implications - A library can more efficiently use its money and time to satisfy its customers than by spending them on a drawn-out strategic planning process. Originality/value - Hopefully, this article will motivate librarians to find the proper balance between having no strategy and wasting too much time and money on creating a lengthy strategic plan. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649106463&doi=10.1108%2f09596110810866145&partnerID=40&md5=33a1423c1698cfaa96801e5e48391ecd","Purpose - The purpose of this paper is to review the impact that the 2003 SARS epidemic had on tourism and summarize the lessons that were learned from this crisis. To offer both practical and strategic tips for hoteliers and destination marketers in the Niagara region should a similar crisis affect this region. Design/methodology/approach - Findings were derived from the analysis of both secondary and primary data. The popular press and academic journals as well as reports, briefs, and presentations were analyzed. A questionnaire was designed to investigate the impact of SARS, management during the crisis, recovery strategies, and formal planning. Findings - Provides information on how industry dealt with a major, extended crisis. Recognizes the importance of an integrated strategy for dealing with a crisis. Research limitations/implications - The paper concentrates on the effects of an epidemic in two large North American cities. The strategic and practical tips may not be suitable in other jurisdictions. Practical implications - This paper provides information on how the tourism industry can prepare itself for a crisis or disaster and describes how all stakeholders must work together to better deal with the effects of a crisis. Originality/value - This paper summarizes the effects that SARS had on the tourism industry and offers practical and strategic tips for preparing for and managing crises. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149113147&partnerID=40&md5=286fa30bb879f98b12d3e2f69e01baab","Most companies find that obtaining information about the future is particular to ensuring future organisational success. The analysis of macro and micro environmental factors and conditions is one of the main procedures in strategy formulation for a business company. Forecasting is a decision tool that has a variety of managerial application areas, one of which is the strategic decision-making. The study mainly discusses the potential uses of forecasting within the strategic, particularly marketing, management, and strategic decision-making. It points out both the internal and external strategic decision areas in companies and highlights the potential application areas of forecasting within these areas. The paper also highlights how functional forecasting is as a managerial tool that provides the information needed in critical strategic decision situations. © EuroJournals Publishing, Inc. 2008."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549022615&doi=10.1196%2fannals.1412.012&partnerID=40&md5=284794bdad51bb5c73a2fde0bfeae34c","The most widely used (and taught) protocols for strategic analysis - Strengths, Weaknesses, Opportunities, and Threats (SWOT) and Porter's (1980) Five Force Framework for industry analysis-have been found to be insufficient as stimuli for strategy creation or even as a basis for further strategy development. We approach this problem from a neurocognitive perspective. We see profound incompatibilities between the cognitive process - deductive reasoning - channeled into the collective mind of strategists within the formal planning process through its tools of strategic analysis (i.e., rational technologies) and the essentially inductive reasoning process actually needed to address ill-defined, complex strategic situations. Thus, strategic analysis protocols that may appear to be and, indeed, are entirely rational and logical are not interpretable as such at the neuronal substrate level where thinking takes place. The analytical structure (or propositional representation) of these tools results in a mental dead end, the phenomenon known in cognitive psychology as functional fixedness. The difficulty lies with the inability of the brain to make out meaningful (i.e., strategy-provoking) stimuli from the mental images (or depictive representations) generated by strategic analysis tools. We propose decreasing dependence on these tools and conducting further research employing brain imaging technology to explore complex data handling protocols with richer mental representation and greater potential for strategy creation. © 2007 New York Academy of Sciences."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845302061&doi=10.1016%2fj.rser.2005.08.003&partnerID=40&md5=0f2fd1da79acb3be654e5c0e07e11a51","Strategic planning processes, which are commonly used as a tool for region development and territorial structuring, can be harnessed by politicians and public administrations, at the local level, to redesign the regional energy system and encourage renewable energy development and environmental preservation. In this sense, the province of Jaén, a southern Spanish region whose economy is mainly based on olive agriculture, has carried out its strategic plan aiming at a major socioeconomic development. Under the leadership of the provincial government and the University of Jaén, main provincial institutions joined to propose the elaboration of a participatory strategic plan for the whole province. Here, the elaboration of the energy part of the plan, which was directly focused on the exploitation of renewable resources, mainly solar and biomass energy, and which highlights the effectiveness of techniques from business management applied to a sustainable energy model design is presented. Renewable Energy development during the first years of plan execution is presented, and the impact of additional issues is discussed. It is concluded that, although multicriteria decision-making technologies (MCDA) are extensively used in energy planning, a different approach can be utilized to incorporate techniques from strategic analysis. Furthermore, SWOT (strengths, weaknesses, opportunities and threats) analysis has proved to be an effective tool and has constituted a suitable baseline to diagnose current problems and to sketch future action lines. © 2005 Elsevier Ltd. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447127031&doi=10.1016%2fS1479-8387%2807%2904011-8&partnerID=40&md5=bc93fae7ca81a11b628e574961dbadfc","This chapter outlines purpose, procedure, benefits and limitations of the policy capturing methodology. It further presents an example of use of the methodology. © 2007 Elsevier Ltd. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250688383&partnerID=40&md5=d5ba26aa79de190fcf7548419e037a18",[No abstract available]
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847745285&doi=10.1111%2fj.1745-7939.2007.00089.x&partnerID=40&md5=0995a1c71e7c22b7875476fdae5e5f31","The task of designing appropriate institutional arrangements for metropolitan government and planning has recently proved highly contestable politically. We interrogate how the role of the Auckland Regional Council (ARC) was zealously contested and hollowed-out during the 1990s. More recently, the impacts of the neo-liberal reforms in Auckland have been mediated by a further round of local government reforms inspired by a Third Way ideology and by the imperative to respond to the planning crisis resulting from infrastructure underinvestment. New regionally based governance arrangements and planning processes have been created. We argue that this new commitment to regionalism can realistically expect to be tested by deep-seated political cleavages within Auckland and by Auckland's relationship with central government. © 2007 The Authors Journal compilation © The New Zealand Geographical Society 2007."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250698484&doi=10.1080%2f03003930601081226&partnerID=40&md5=38cc4370aa2def1a5b162a04ecf44a6b","This paper reviews briefly the emergence of holistic governance at the strategic and very local levels in rural England before reporting a programme of action research designed to address the need to develop an effective 'bridge' between planning activity at those two levels. Attention is focused particularly upon the recent wave of parish and market town plans on the one hand and local strategic partnerships and community strategies on the other. Taking cognisance of relevant contextual literature relating to representative and participative democracy and to top-down and bottom-up planning, it draws conclusions about the challenge of developing a synergistic relationship between strategic and very local planning and about the prospects for reconciling some of the tensions pointed up in those theoretical debates."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846957411&partnerID=40&md5=135a87621d2afb86edfe3c12db6bc3df","Strategic planning has become a common management tool used by senior leadership in healthcare facilities and can be a powerful tool for clinical nutrition managers seeking to position themselves and their teams as leaders in today's rapidly changing healthcare environment. Strategic planning is described, along with its application in the healthcare organization setting. The importance of aligning clinical nutrition and patient service program goals and objectives with the overall goals of the facility is described. Examples of clinical nutrition strategic plans that have been developed to help support their healthcare facilities' overall strategic plans are provided. Developing measurable outcomes that will help evaluate the success of the strategic plan is described. Copyright © 2007 Wolters Kluwer Health | Lippincott Williams & Wilkins."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846614569&doi=10.1177%2f0018726707075279&partnerID=40&md5=d4eb84cb6547ec5d22ca3851b51fa553","We have seen growing interest in discursive perspectives on strategy. This perspective holds great promise for development of an understanding on how strategy discourse and subjectivity are intertwined. We wish to add to this existing research by outlining a discursive struggle approach to subjectivity. To understand the complex subjectification and empowering/disempowering effects of organizational strategy discourse, this approach focuses on organization-specific discourse mobilizations and various ways of resistance. Drawing on an analysis of the discourses and practices of 'strategic development' in an engineering and consulting group we provide an empirical illustration of such struggles over subjectivity. In particular, we report three examples of competing ways of making sense of and giving sense to strategic development, with specific subjectification tendencies. First, we show how corporate management can mobilize and appropriate a specific kind of strategy discourse to attempt to gain control of the organization, which tends to reproduce managerial hegemony, but also trigger discursive and other forms of resistance. Second, we illustrate how middle managers resist this hegemony by initiating a strategy discourse of their own to create room for manoeuvre in controversial situations. Third, we show how project engineers can distance themselves from management-initiated strategy discourses to maintain a viable identity despite all kinds of pressures. Although our examples are case-specific, we believe that similar discursive dynamics also characterize strategizing in other organizations. Copyright © 2007 The Tavistock Institute ® SAGE Publications."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748546633&partnerID=40&md5=0637650036c5ffd561a8d4b8cf5a7677","Objective: To assess the attitudes and perceptions of independent community pharmacy owners/managers about the comprehensiveness of strategic planning conducted for their pharmacies. Design: Cross-sectional study. Setting: United States. Participants: Nationwide random sample of 1,250 owners/managers of independent community pharmacies. Intervention: Mailed survey. Main Outcome Measures: Comprehensiveness of strategic planning conducted; components used in the strategic planning process. Attitudes and perceptions of owners/managers of independent community pharmacies toward strategic planning. Results: A total of 527 (42.1%) usable questionnaires were returned. Of the 141 (26.8%) respondents who indicated that they conduct strategic planning, most components of the process were used. However, only 78 (55.3%) of those respondents conducted a review of pharmacy systems, and only 60 (42.6%) periodically evaluated implemented strategies. Approximately 88% of the variance in comprehensiveness was accounted for by 12 variables identified as significantly associated with the comprehensiveness of strategic planning conducted by owners/managers of independent community pharmacies. These included factors such as favorable cost-benefit relationship, impact of the Medicare Modernization Act of 2003, and remaining competitive in the pharmacy marketplace. Conclusion: While a minority of the survey population, respondents who reported conducting strategic planning used a reasonably comprehensive process. Further, several variables were identified as significant factors associated with comprehensiveness of strategic planning conducted."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250024901&partnerID=40&md5=557ec4e9b46e049ed34e417f281557c2","The evolution of the concept of strategic planning resulting from the complex intra and extraorganizational present situation is analysed. The concepts of organization, environment and strategy, in whose network it is integrated, are dealth with. Reference is made to the new approaches in these spaces, and the necessary dialogical relation between strategic planning and organizational learning in the context of the current society is emphasized. © ECIMED."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747172225&doi=10.1108%2f02634500610682845&partnerID=40&md5=82b81842384c18841cd83153755e430c","Purpose - To review the importance of the Chinese cultural phenomenon, guanxi, and the marked difference in both consumer behaviour and management practices between China and the West, all from the perspective of market entry by multinational firms. Design/methodology/ approach - General conclusions are drawn and strategic imperatives inferred from a review of the relevant literature and a set of case histories based on personal interviews with key executives in the Chinese operations of six large overseas consumer-goods companies. Findings - The undoubted strategic significance of guanxi has been diluted recently among joint ventures designated as ""encouraged"" by the Chinese government, and is being replaced by a market-driven paradigm of marketing operations. The guanxi-driven paradigm remains a crucial factor in planning and managing effective working relationships when the Chinese partner is one officially classified as ""restricted"". Case histories show that early success is no guarantee of continuing dominance, as indigenous competition intensifies and Chinese corporations become larger and better resourced. Research limitations/implications - Foreign multinational entrants to the Chinese market must remain sensitive to characteristically Chinese business and consumer behaviour, but can successfully adopt a more Western approach to marketing strategy in certain situations. It is essential to use marketing intelligence effectively, and to plan well beyond the short term. Originality/value - The authors' expert view of the current situation fro multinationals in China adds a useful extra dimension to the received wisdom."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746593386&doi=10.1108%2f01435120610702459&partnerID=40&md5=ad5e5982fe8810171d3e9e5eb3922e32","Purpose - The purpose of this paper is to describe an approach to information technology (IT) strategic planning for libraries and institutions of higher education. Design/methodology/approach - The ""why, what, and how"" of IT strategic planning for libraries is explained, to show the efficacy and value of long-term IT planning and budgeting. The organization, design, processes, templates, and methodologies of IT strategic planning practices that have been proven and constantly refined through projects with academic, public, and national libraries are described. Findings - Principles described for IT strategic planning as a team-based enterprise learning process apply as well to the design and conduct of major IT procurements, where the organization also seeks best value IT outcomes for the long term. The approach is scalable with respect to the human resources and time required (e.g. three months, six months); the design and steps of the process; the methodologies employed; and the number, design, format, components, and contents of internal working documents and the published report(s). Originality/value - IT strategic planning educates the institution about choices and consequences, decides on technology priorities and investments, makes informed decisions with confidence, and delivers consensus-based outcomes and stakeholders' buy-in. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746645286&doi=10.1300%2fJ106v13n02_02&partnerID=40&md5=ff374e4f33e7f0ca801bd1bce08ca106","A regional cooperative near Philadelphia was surveyed to see why academic librarians produce annual reports. Library annual reports were found to be an essential managerial tool for two-thirds of the libraries surveyed, allowing library directors to understand their libraries' past, present, and projected future. Half of those respondents who produced annual reports used them as a public relations tool or for library advocacy. Consistent production of an annual report offers the librarian better internal management of library resources and services, and better external development of the public perception of the library. The annual report also offers librarians a picture for long-term develop ment arid strategic planning. © 2006 by The Haworth Press, Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646905056&doi=10.1108%2f00251740610668860&partnerID=40&md5=239e51c265e02c622e5a574a943515f0","Purpose: The purpose of this paper is to provide a review of the empirical literature concerning the design of the strategic planning process and its relationship to environmental, organizational, strategic and psychological factors. The paper aims to focus on psychological type and its relationship to planning preferences. Design/methodology/approach: A study of 187 managers' profiling their psychological type (using a short version of the MBTI, Myers Briggs Type Indicator) and their preferences towards configuring the strategic planning process. A review of the literature finds inconsistent conclusions. The results of a study of the relationship between psychological type and planning preferences are reported. Findings: The study finds some inconsistent evidence for the importance of psychological type but greater support for the conclusion that the characteristics of strategic situations, rather than a manager's psychological type, determine configuration of the strategic planning process. Research limitations/implications: The existing bias towards examining the environmental, organizational and strategic context of organizations appears to be the more appropriate path for developing explanations of strategic planning design. Practical implications: For managers involved in the practice of planning the literature review a basis is provided for reviewing their own planning process. Educators and trainers using the MBTI in planning simulations should be aware of the lack of its reliability in predicting preferences concerning planning. Originality/value: The article reviews contextual studies that have implications for the design of the strategic planning process and develops understanding of a comparatively neglected contextual factor, psychological type. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746169383&doi=10.1007%2fs11365-006-8688-9&partnerID=40&md5=ea1a5f168137a6586bb0441e8329b3a6","The study examines strategic decision making among entrepreneurs from small firms engaged in early stage commercialisation. It is based on a questionnaire survey of 57 firms and the results suggest that if entrepreneurs within small innovator firms feel the innovation can be commercialised with relatively few obstacles they will tend to downgrade the importance of external advisors. Greater value is placed on the views of customers and where the entrepreneur has the power to proceed with the innovation without recourse to other stakeholders he/she is most likely to go ahead if a positive response is received from leading customers. The article expands upon these findings to outline the design, development and application of a diagnostic assessment and screening tool to assist such entrepreneurs, formulate more systematic strategies than the response to an initial customer. © Springer Science + Business Media, LLC 2006."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745913307&partnerID=40&md5=37913aa0901e3d900636c5ccb002e7a4","An essential outcome of professional practice environments is the provision of high-quality, safe nursing care. To mitigate the quality and safety chasm, nursing leadership at St. Michael's Hospital undertook a strategic plan to enhance the nursing professional practice environment. This case study outlines the development of the strategic planning process: the driving forces (platform); key stakeholders (process and players); vision, guiding principles, strategic directions, framework for action and accountability (plan); lessons learned (pearls); and next steps to moving forward the vision, strategic directions and accountability mechanisms (passion and perseverance)."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645513781&doi=10.1111%2fj.1471-8847.2006.00145.x&partnerID=40&md5=970e3aeab9fb838479a636efe9cebb40","To bring attention to medical ethics and to enhance the quality of health care in Iran, the Ministry of Health and Medical Education has introduced a strategic plan for medical ethics at a national level. This plan was developed through the organization and running of workshops in which experts addressed important areas related to medical ethics. They analysed strengths and weaknesses, opportunities and threats, and outlined a vision, a mission and specific goals and essential activities surrounding medical ethics. The current strategic plan has six main goals that will be reviewed in this paper. Some major activities that were carried out in recent years, and some future plans, will be also reviewed. © 2006 The Authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645226141&doi=10.1016%2fj.amjmed.2006.01.001&partnerID=40&md5=32270d7523935771829daf6cf446d5de",[No abstract available]
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646713669&partnerID=40&md5=22800cd3c57df4fd36374eea1667307b","This article presents a framework for developing strategic information systems (SISs) for hospitals. It proposes a SIS formulation process which incorporates complexity theory, strategic/organizational analysis theory, and conventional MIS development concepts. Within the formulation process, four dimensions of SIS are proposed as well as an implementation plan. A major contribution of this article is the development of a hospital SIS framework which permits an organization to fluidly respond to external, interorganizational, and intraorganizational influences. In addition, this article offers a checklist which managers can utilize in developing an SIS in health care. © 2006 Lippincott Williams & Wilkins, Inc."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31744433057&doi=10.1108%2f00251740610641436&partnerID=40&md5=4582407c16461a54e2c679847365d529","Purpose - This empirical study of 113 UK companies attempts to examine the relationship between formal strategic planning and financial performance in a non-US context while taking into consideration the important contingent variables identified by previous researchers of organizational size, environmental turbulence and industry. Design/methodology/approach - Based on a postal questionnaire primary data was collected from 113 UK companies. A series of multivariate analyses were undertaken to test the hypothesized relationships. Findings - While hypotheses explaining the formality of a company's planning process were well accounted for, no relationship between formal planning process and subjective company performance was observed. Research limitations/implications - Measurement validity may be a problem. The data are cross-sectional, therefore causal linkages among the variables cannot be firmly established. Related to this point is the fact that firm performance is a function of prior, not current, planning and other management practices. Longitudinal data would be needed in order to prove that causal relationships exist and control for time lag effects. Originality/value - Despite the continued importance of performance objectives in the prescriptive literature, recent attention has not been given to strategic planning and performance in empirical research. One function of this paper is to re-kindle this area of research. More specifically, the empirical study reported in this paper draws on data from UK companies, which is novel in this stream of research. In a review of 29 relevant studies by Greenley (1994) the only study identified reporting UK data was that of Grinyer and Norburn (1975), the majority of the remaining studies reporting data from the USA. Greenley notes that while this represents a stream of research from a single business culture, the major issue is one of relevance to the practice of strategic planning in Europe and other countries. Although the principles of strategic planning should, of course, have universal application, there may be national differences in strategic planning, country dependent influences from business culture, and influences from different national trading conditions. The strategic management field can be criticized for not examining particular phenomena in non-US contexts, with respect to the impact of FSP and organizational performance this study attempts to rectify this imbalance. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144468998&partnerID=40&md5=139ba9d3340ce092cded93df330c8008","Majority of business subjects admits that strategic management is of special importance for successful business development. In spite of recent constructive changes for better in this sphere, methodical provision of strategic decisions evaluation is a field that lacks attention. The basic component of the suggested method for strategic decisions evaluation is a system of three levels of criteria uniting the following partial integrated criteria of compatibility, economic-financial, competitive and organizational culture criteria. The formation of these criteria is based on primary criteria paying attention to relative weight of each separate criterion. Paying attention to the diversity of exact combinations of business subjects and a broad wide of business conditions, the following controlled parameters are included into this system of criteria: The list of primary criteria, the weight of primary and partial criteria and the borders of quality assessment intervals. These controlled parameters are the most important preconditions for adaptable possibilities of the suggested method. Taking into account psychological aspects of decision making the evaluation of implementation risks of strategic decisions is given in another block. Strategic decisions are ranked according to the results of a complex integrated criterion and are presented for person making decisions accompanied by risk evaluations while implementing them. The following advantages are peculiar to the suggested method of strategic decisions evaluation: versatile and complex evaluation; alternative decisions are compared according to quantitative indicators which increase objectivity; less non productive evaluation expenditure; evaluation becomes transparent and clear to business subjects."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28944452032&partnerID=40&md5=9316cf4a4898ca4be9b3bf4c09a6068e","The provision of adequate environmental sanitation services to all inhabitants of urban areas in developing countries will not be achieved by the market or ""self-help"" action alone. There is a need for planning but this planning must be strategic in nature, focusing on the most important issues and allowing for the many uncertainties that are inherent in the current situation. The paper describes the field testing of a strategic planning process in India and subsequent efforts to explore ways of institutionalising the lessons learnt from this experience. It reveals some of the key problems encountered during these activities, in particular the lack of a planning culture among local stakeholders and the consequent tendency to respond to problems in ad hoc ways. Analysis of workshops and training courses suggests that there is a need to develop a more integrated approach to capacity building, with a strong emphasis on the way in which individual activities fit into overall planning and development processes. International development agencies could do more to encourage such an integrated approach to capacity building, planning and implementation. In doing so, they should recognise that, in the absence of a strong planning culture, informed decision making is often constrained by a lack of information. Where this is the case, it is critically important to extend the preparation stage of the project cycle to enable local stakeholders time gather the information required to develop a full understanding of problems and possibilities. © IWA Publishing 2005."
